Year,Month,Day,Activity,Time,cleaned_species
1992,May,1,Scuba diving & filming,Not Specified,Not Specified
1992,April,24,Snorkeling,03:30 PM,White Shark
1992,April,9,Surfing,01:20 PM,Not Specified
1992,March,28,"Surfing, paddling seawards",Not Specified,Tiger Shark
1992,March,10,Surfing,Not Specified,Bronze Whaler Shark
1992,March,8,Hookah diving for pen shells ,03:20 PM,White Shark
1992,March,8,"Fishing for yellowtail, Seriola quinqueradiata",10:15 AM,Not Specified
1992,March,8,Surfing (sitting on his board),09:45 AM,White Shark
1992,February,19,Body boarding,Not Specified,Tiger Shark
1992,February,14,Diving for pen shells,10:00 AM,Not Specified
1992,February,9,Surfing,07:30 PM,Not Specified
1992,January,29,Spearfishing,04:30 PM,Not Specified
1992,January,29,Boogie boarding,08:00 PM,Bronze Whaler Shark
1992,January,23,Swimming ,05:30 PM,Zambesi Shark
1992,January,8,Spearfishing,05:15 PM,Blacktip Shark
1992,January,6,Fishing,Not Specified,Grey Reef Shark
1992,January,3,Not Specified,Not Specified,Not Specified
1992,January,1,Not Specified,Not Specified,Not Specified
1992,January,1,Not Specified,Not Specified,Not Specified
1991,December,4,Hookah diving for sea urchins,03:06 PM,White Shark
1991,November,26,Snorkeling,09:00 AM,Tiger Shark
1991,November,26,Snorkeling,09:00 AM,Tiger Shark
1991,November,19,"Fishing from rocks, swept out to sea by large wave & treading water",04:30 PM,Tiger Shark
1991,November,14,Fishing,12:54 PM,Not Specified
1991,November,1,Boogie boarding,Not Specified,Not Specified
1991,October,12,Surfing,08:30 AM,Not Specified
1991,October,5,Surfing,07:30 AM,White Shark
1991,September,19,Spearfishing,05:00 PM,Not Specified
1991,September,8,Scuba diving,03:00 PM,White Shark
1991,August,30,Finning the shark that bit him,Not Specified,Not Specified
1991,August,26,Swimming,01:30 PM,Not Specified
1991,August,12,Wading,04:35 PM,Not Specified
1991,August,9,Fishing,Not Specified,Lemon Shark
1991,July,30,Canoeing,03:30 PM,White Shark
1991,July,27,Snorkeling,Not Specified,Not Specified
1991,July,18,Swimming from makeshift raft  to life vest after fishing boat sank,Not Specified,Blacktip Shark
1991,July,17,Fishing,Not Specified,Not Specified
1991,July,7,Swimming,06:45 PM,Not Specified
1991,July,1,Surfing,05:30 PM,Tiger Shark
1991,July,1,Surfing,09:30 AM,White Shark
1991,July,1,Boogie boarding,Not Specified,Not Specified
1991,June,29,Not Specified,Not Specified,Not Specified
1991,June,28,Fishing,Not Specified,Not Specified
1991,June,26,Surfing,05:30 PM,Not Specified
1991,June,7,Swimming behind sailboat,11:30 AM,Lemon Shark
1991,June,7,Swimming ,Not Specified,Tiger Shark
1991,May,26,Sitting on surfboard,04:45 PM,Not Specified
1991,May,19,Scuba diving,01:00 PM,White Shark
1991,April,24,Fishing,Not Specified,Not Specified
1991,April,16,Diving,09:55 AM,Not Specified
1991,April,16,"Surfing, collided with shark",11:00 AM,Not Specified
1991,April,3,Sitting on surfboard,05:30 PM,Not Specified
1991,March,3,Scuba diving,Not Specified,Nurse Shark
1991,February,24,Surfing,09:30 AM,White Shark
1991,February,12,Spearfishing,12:30 PM,White Shark
1991,January,19,Swimming,08:10 AM,Not Specified
1991,January,9,Surf-skiing,Not Specified,Not Specified
1991,January,1,Surfing (or sailboarding),Not Specified,Not Specified
1990,December,26,Not Specified,Not Specified,Not Specified
1990,November,28,Swimming ,Not Specified,Not Specified
1990,November,3,Scuba diving (but on surface),03:00 PM,White Shark
1990,November,1,Surfing,09:30 AM,Not Specified
1990,October,30,Surfing,04:55 PM,Not Specified
1990,October,30,Surfing,03:30 PM,Not Specified
1990,October,27,Swimming,08:30 PM,Not Specified
1990,October,25,Surfing,10:30 AM,Not Specified
1990,October,20,Surfing,04:00 PM,Spinner Shark
1990,October,15,Surfing,03:00 PM,Tiger Shark
1990,October,12,Surfing,12:30 PM,Not Specified
1990,September,15,Spearfishing,01:20 PM,White Shark
1990,September,8,"Free diving / spearfishing, from paddleboard & floating on the surface",01:00 PM,White Shark
1990,September,5,Kayaking,05:00 PM,White Shark
1990,August,30,SCUBA diving,Not Specified,Not Specified
1990,August,28,Surfing,04:50 PM,White Shark
1990,August,19,Surfing,Not Specified,Not Specified
1990,August,19,Wade fishing,01:30 PM,Not Specified
1990,August,5,Fishing,Not Specified,Not Specified
1990,July,22,Wading,Not Specified,Not Specified
1990,July,8,Surfing,Not Specified,Not Specified
1990,June,24,Scuba diving (but on surface),03:45 PM,White Shark
1990,June,23,Spearfishing,02:30 PM,Not Specified
1990,May,13,Fishing,Not Specified,Not Specified
1990,May,10,Snorkeling,Not Specified,Hammerhead Shark
1990,May,10,"Snorkeling, possibly holding a fish",Not Specified,Hammerhead Shark
1990,May,6,Resting on surfboard,12:00 PM,White Shark
1990,April,14,Lying on surfboard & paddling,02:00 PM,White Shark
1990,April,9,Surfing,05:40 AM,Tiger Shark
1990,April,8,Free diving for trochus,Not Specified,Not Specified
1990,April,7,Surfing,Not Specified,Not Specified
1990,April,6,Surfing,Not Specified,Not Specified
1990,April,1,Sitting on surfboard,Not Specified,Not Specified
1990,March,24,Swimming,Not Specified,Not Specified
1990,March,5,Surfing,05:45 PM,Bull Shark
1990,February,17,Scuba diving & spearfishing,09:30 PM,Not Specified
1990,February,5,Board sailing,Not Specified,Not Specified
1990,January,12,Surfing (sitting on his board),Not Specified,White Shark
1990,January,1,Surfing,Not Specified,Not Specified
1989,December,19,On board 51' fishing vessel One Ki,Not Specified,Not Specified
1989,December,3,Not Specified,Not Specified,Tiger Shark
1989,December,2,Swimming,Not Specified,Not Specified
1989,November,22,Surfing,Not Specified,White Shark
1989,November,18,Free diving & spearfishing,12:05 PM,White Shark
1989,November,12,"Wading, knocked down & swept away by large waves",06:00 PM,Not Specified
1989,November,2,Swimming in canal,Not Specified,Bronze Whaler Shark
1989,October,22,Surfing,02:20 PM,White Shark
1989,October,14,Scuba diving,04:30 PM,Not Specified
1989,October,11,Surfing,Not Specified,Not Specified
1989,October,8,Diving,Not Specified,Not Specified
1989,October,1,Surfing,Not Specified,White Shark
1989,September,17,Free diving,02:30 PM,White Shark
1989,September,13,"Fishing, stepped on hooked shark's head",Not Specified,Not Specified
1989,September,10,Observing a shark feeding on a carcass of a humpback whale,Not Specified,White Shark
1989,September,9,Hookah diving for abalone (descending),12:30 PM,White Shark
1989,September,9,Surfing,Not Specified,Not Specified
1989,September,3,Filming 5' blue shark,Not Specified,Blue Shark
1989,August,29,Feeding fish,Not Specified,Nurse Shark
1989,August,22,Swimming,Not Specified,Not Specified
1989,August,22,Surfing,10:45 AM,White Shark
1989,August,13,Surfing,06:30 AM,Bronze Whaler Shark
1989,August,9,Spearfishing,Not Specified,Not Specified
1989,July,27,Scuba diving,Not Specified,Not Specified
1989,July,20,Surfing,10:35 AM,White Shark
1989,July,19,Surfing,Not Specified,Not Specified
1989,July,14,Surfing,Not Specified,Not Specified
1989,July,7,Playing ,Not Specified,Not Specified
1989,June,29,Fell off surfboard 20' from shore,Not Specified,Not Specified
1989,June,17,Spearfishing,Not Specified,Tiger Shark
1989,June,6,Windsurfing (urinating on his board),03:30 PM,White Shark
1989,June,5,Surfing,04:15 PM,White Shark
1989,June,3,Free diving,03:30 PM,White Shark
1989,June,1,Not Specified,Not Specified,Not Specified
1989,April,23,Swimming,Not Specified,Not Specified
1989,April,12,Surfing (lying prone on his board),10:45 AM,White Shark
1989,April,9,Not Specified,10:35 AM,White Shark
1989,April,3,Paddling on surfboard,Not Specified,Not Specified
1989,April,1,Paddling on surfboard,Not Specified,Not Specified
1989,March,9,Surfing,08:15 PM,White Shark
1989,March,4,Kayaking,Not Specified,Tiger Shark
1989,February,19,Fishing,Not Specified,Not Specified
1989,February,15,Windsurfing,01:30 PM,Not Specified
1989,February,2,"Scuba diving, but swimming on surface",10:25 AM,White Shark
1989,January,26,Kayaking,10:15 AM,Not Specified
1989,January,26,Kayaking,10:15 AM,White Shark
1989,January,20,Body boarding,Not Specified,Hammerhead Shark
1989,January,20,Lifesaving drill,06:00 PM,Not Specified
1989,January,8,Swimming in strong current with 3 others when he disappeared,Not Specified,Not Specified
1989,January,3,Surfing with dolphins,05:15 PM,Tiger Shark
1989,January,1,"Scuba diving, hand feeding sharks",Not Specified,Silvertip Shark
1989,January,1,Spearfishing using scuba & trailing a string of bleeding fish,Not Specified,Not Specified
1988,December,15,Skindiving,Not Specified,White Shark
1988,November,8,"The Christie V sank on 11/6/1988, survivors were adrift on a dinghy",Not Specified,Not Specified
1988,November,7,"The Christie V sank on 11/6/1988, survivors were adrift on a dinghy",Not Specified,Not Specified
1988,October,24,The MV Dona Marilyn sank in Typhoon Unsang with the loss of 389 lives,Not Specified,Not Specified
1988,October,23,Surfing (sitting on his board),05:30 PM,White Shark
1988,October,22,Surfing,Not Specified,Not Specified
1988,October,14,Surfing,Not Specified,Not Specified
1988,October,11,Surfing,Not Specified,Not Specified
1988,October,10,Surfing,06:30 PM,Not Specified
1988,October,6,Surfing,Not Specified,Not Specified
1988,October,1,Wading,Not Specified,Not Specified
1988,September,28,Surfing,Not Specified,Not Specified
1988,September,21,Diving,Not Specified,Not Specified
1988,September,13,Walking,03:45 PM,Not Specified
1988,September,13,Snorkeling,03:00 PM,Bull Shark
1988,August,22,Diving in Sharkey's Reef restaurant’s aquarium,Not Specified,Tiger Shark
1988,August,22,Not Specified,Not Specified,Not Specified
1988,August,19,Not Specified,Not Specified,Not Specified
1988,August,11,Surfing,09:30 AM,White Shark
1988,July,23,Free diving & spearfishing ,Not Specified,Not Specified
1988,July,19,Spearfishing on scuba,Not Specified,Caribbean Reef Shark
1988,July,17,Diving,Not Specified,Caribbean Reef Shark
1988,July,11,Swimming,10:30 AM,Not Specified
1988,July,4,Boogie boarding,Not Specified,Not Specified
1988,July,4,Snorkeling,Not Specified,Not Specified
1988,July,1,Spearfishing,Not Specified,Not Specified
1988,June,16,Spearfishing,09:45 AM,White Shark
1988,June,16,Scuba diving,Not Specified,Tiger Shark
1988,June,9,Sittting in water with his child,04:00 PM,Not Specified
1988,June,5,Swimming,12:00 PM,Not Specified
1988,June,1,Surfing,08:57 AM,Not Specified
1988,May,27,Shell diving,Not Specified,Not Specified
1988,May,10,Surfing,06:30 PM,Not Specified
1988,May,4,Surfing / treading water,11:45 AM,Not Specified
1988,April,28,pêcheur de bichiques,05:30 PM,Not Specified
1988,April,24,Surfing,Not Specified,White Shark
1988,April,15,Swimming,06:45 PM,Not Specified
1988,April,15,Onboard 21' powerboat that capsized in rough seas,Not Specified,Not Specified
1988,April,14,Surfing,Not Specified,Not Specified
1988,April,14,Windsurfing,Not Specified,Not Specified
1988,April,10,Not Specified,Not Specified,Not Specified
1988,March,31,Standing ,Not Specified,Not Specified
1988,March,25,Body surfing,Not Specified,Not Specified
1988,March,16,Surfing,04:45 PM,Not Specified
1988,March,14,Surfing,Not Specified,Not Specified
1988,February,15,Not Specified,Not Specified,Raggedtooth Shark
1988,February,14,Surfing,05:00 PM,Not Specified
1988,February,13,Lying atop surfboard,07:40 AM,Not Specified
1988,February,12,Drift fishing,Not Specified,Mako Shark
1988,February,2,Diving,Not Specified,Tiger Shark
1988,January,27,Surfing,06:30 AM,Not Specified
1988,January,21,Fell overboard  from the Taiwanese fishing trawler Lien Cheng Feu ,Not Specified,Not Specified
1988,January,14,Fishing,Not Specified,Mako Shark
1988,January,6,Attempting to lasso shark's tail,11:15 AM,Not Specified
1988,January,1,Surfing,Not Specified,Wobbegong Shark
1987,December,20,Ferry boat Dona Paz with 4431 passengers exploded & caught fire when she collided with an  oil tanker ,Not Specified,Not Specified
1987,December,17,Surfing,01:00 PM,Blacktip Shark
1987,December,13,Not Specified,Not Specified,Not Specified
1987,November,21,Surfing,Not Specified,Not Specified
1987,November,1,Not Specified,Not Specified,Not Specified
1987,October,26,Surfing,05:00 PM,Not Specified
1987,October,25,Boogie boarding,04:00 PM,Not Specified
1987,October,11,Spearfishing,12:15 PM,White Shark
1987,October,6,"Vessel caught fire & capsized, survivors in the water",Not Specified,Not Specified
1987,September,18,Scuba Diving for scallops,Not Specified,White Shark
1987,September,13,Surfing,11:00 AM,White Shark
1987,August,20,Wading,11:30 AM,Not Specified
1987,August,15,Surfing (sitting on his board),07:30 AM,White Shark
1987,July,21,Surfing,09:15 AM,Not Specified
1987,July,12,Body surfing,06:30 PM,Not Specified
1987,July,12,Wading,02:30 PM,Not Specified
1987,July,11,Dropping anchor,Not Specified,Not Specified
1987,July,9,Snorkeling,01:30 PM,Not Specified
1987,July,1,Spearfishing,Not Specified,Not Specified
1987,June,13,Fishing,Not Specified,Blacktip Shark
1987,May,25,Not Specified,Not Specified,Not Specified
1987,May,8,Surfing,Not Specified,Not Specified
1987,May,6,Fishing,Not Specified,Not Specified
1987,April,19,Fishing,Not Specified,Not Specified
1987,April,18,Swimming,06:00 PM,Not Specified
1987,April,15,Swimming from shore to anchored sailboat,Not Specified,Not Specified
1987,April,1,Swimming,12:00 PM,Not Specified
1987,March,30,Surfing,Not Specified,Bronze Whaler Shark
1987,March,30,Not Specified,Not Specified,White Shark
1987,February,28,Windsurfing,Not Specified,Spinner Shark
1987,February,19,The inter-island ferry Vula sank in heavy weather,Not Specified,Not Specified
1987,January,28,Spearfishing,12:00 PM,White Shark
1987,January,6,Swimming,07:00 AM,Not Specified
1987,January,1,Jumped into the water from a cliff,Not Specified,Not Specified
1987,January,1,Boat,Not Specified,White Shark
1986,December,31,Spearfishing,02:00 PM,Raggedtooth Shark
1986,December,22,Body boarding,05:00 PM,White Shark
1986,December,11,Surfing,02:00 PM,Spinner Shark
1986,December,6,Adrift after ditching plane in the sea,Not Specified,Not Specified
1986,December,6,Free diving  & spearfishing (submerged),10:00 AM,White Shark
1986,December,4,Spearfishing,Not Specified,Not Specified
1986,December,1,Spearfishing,Not Specified,Tiger Shark
1986,November,30,Surfing,10:30 AM,Not Specified
1986,November,19,Surfing,10:40 AM,Not Specified
1986,November,4,Surfing,Not Specified,Not Specified
1986,October,17,NSB Meshing,Not Specified,Raggedtooth Shark
1986,October,3,Swimming,06:00 PM,Lemon Shark
1986,October,5,Racing ski,11:00 AM,Not Specified
1986,October,1,Not Specified,Not Specified,Not Specified
1986,October,1,Surfing,Not Specified,Bull Shark
1986,September,1,Surfing,Not Specified,Not Specified
1986,September,1,Surfing,Not Specified,Not Specified
1986,August,19,Surfing,Not Specified,Not Specified
1986,August,10,Spearfishing,11:30 AM,Not Specified
1986,August,3,Scuba diving,Not Specified,Wobbegong Shark
1986,August,1,Not Specified,Not Specified,Not Specified
1986,July,26,Fishing,Not Specified,White Shark
1986,July,9,Not Specified,Not Specified,Not Specified
1986,July,1,Spearfishing,05:15 PM,Dusky Shark
1986,May,18,Scuba diving,Not Specified,Wobbegong Shark
1986,May,15,Shell diving,Not Specified,Not Specified
1986,April,20,"Fishing, fell from rocks & disappeared",Not Specified,Not Specified
1986,April,1,Diving,Not Specified,Not Specified
1986,March,18,Windsurfing,10:55 AM,White Shark
1986,March,15,Treading water,04:15 PM,Not Specified
1986,March,5,Surfing,Not Specified,Not Specified
1986,February,18,Surfing,12:00 PM,White Shark
1986,February,17,Surfing,06:00 PM,Not Specified
1986,February,7,Swimming,06:30 PM,Raggedtooth Shark
1986,February,6,Spearfishing,01:30 PM,Raggedtooth Shark
1986,February,1,Surfing,Not Specified,Bronze Whaler Shark
1986,January,12,Surfing,08:35 AM,Blacktip Shark
1986,January,1,Surfing,01:00 PM,Not Specified
1985,December,22,Surfing,Not Specified,Not Specified
1985,December,10,Not Specified,Not Specified,Tiger Shark
1985,November,11,Fishing,Not Specified,Not Specified
1985,November,5,Boat,Not Specified,White Shark
1985,November,3,Fishing,Not Specified,Not Specified
1985,October,24,Body boarding,08:00 AM,White Shark
1985,October,22,Diving for abalone (Hookah),04:00 PM,Sevengill Shark
1985,October,18,Body boarding,Not Specified,Tiger Shark
1985,October,12,Floating on inner tube after diving for lobster,Not Specified,Not Specified
1985,October,5,Fishing,Not Specified,Not Specified
1985,September,28,Free diving & spearfishing (descending),Not Specified,White Shark
1985,September,8,Swimming,Not Specified,Not Specified
1985,September,8,Scuba diving,03:00 PM,Not Specified
1985,September,5,Swimming,Not Specified,Not Specified
1985,August,22,Wading,Not Specified,Not Specified
1985,August,20,Wading,01:00 PM,Not Specified
1985,August,17,Scuba diving,10:30 AM,Not Specified
1985,July,25,Wading,05:00 PM,Hammerhead Shark
1985,July,25,Surfing,10:22 AM,Not Specified
1985,July,21,Bottom fishing for lingcod & had hooked a fish,Not Specified,White Shark
1985,July,19,Playing in knee-deep water,Not Specified,Tiger Shark
1985,May,26,"Surfing, but lying prone on his board",Not Specified,Not Specified
1985,May,8,Spearfishing,Not Specified,Not Specified
1985,March,16,Surfing,Not Specified,Not Specified
1985,March,3,Free diving for scallops,12:30 PM,White Shark
1985,February,18,Scuba Diving for lobster (at surface),12:45 PM,White Shark
1985,February,3,Surfing,Not Specified,Not Specified
1985,January,27,Swimming,06:30 PM,Raggedtooth Shark
1985,January,18,Not Specified,Not Specified,Not Specified
1985,January,17,Surfing,06:30 PM,White Shark
1985,January,16,Investigating shark sighting,Not Specified,Not Specified
1985,January,4,Spearfishing,11:30 AM,White Shark
1985,January,1,Spearfishing,Not Specified,Tiger Shark
1985,January,1,Spearfishing,11:00 AM,Dusky Shark
1985,January,1,Not Specified,Not Specified,Not Specified
1985,January,1,Fishing,Not Specified,Bull Shark
1984,December,3,Boat,Not Specified,White Shark
1984,November,30,Sailing on catamaran & fell into the water,12:33 PM,Tiger Shark
1984,November,11,Surfing,Not Specified,Not Specified
1984,November,4,Spearfishing,Not Specified,Not Specified
1984,October,21,Swimming,02:00 PM,Not Specified
1984,October,21,Surfing or body surfing,01:30 PM,Not Specified
1984,October,17,Wading,12:05 PM,Not Specified
1984,October,14,Surfing,03:00 PM,Blacktip Shark
1984,September,30,Surfing (sitting on his board),03:30 PM,White Shark
1984,September,30,"Free diving , but surfacing",10:00 AM,White Shark
1984,September,23,Surfing,02:00 PM,Not Specified
1984,September,22,Swimming,Not Specified,Not Specified
1984,September,22,Surfing,Not Specified,Hammerhead Shark
1984,September,19,Swimming,Not Specified,Not Specified
1984,September,17,Wading,03:30 PM,Blue Shark
1984,September,15,Skindiving,08:30 AM,White Shark
1984,September,11,Spearfishing,05:50 PM,White Shark
1984,August,24,Boat capsized?,Not Specified,Not Specified
1984,August,7,"Sea disaster, foundering of the cargo vessle M/V Dorolonda",Not Specified,Not Specified
1984,July,24,Swimming,02:30 PM,Not Specified
1984,July,24,Swimming,12:00 PM,Not Specified
1984,July,22,Spearfishing,11:00 AM,Not Specified
1984,July,1,"During a shark fishing tournament, the 18' Boatem was capsized by waves, throwing 3 men into the water ",06:00 PM,Not Specified
1984,July,1,Spearfishing,Not Specified,Raggedtooth Shark
1984,June,15,Surfing,05:30 PM,White Shark
1984,June,3,Towing her sister on plastic ski board,05:00 PM,Hammerhead Shark
1984,June,3,Swimming,Not Specified,Not Specified
1984,May,31,Spearfishing,01:30 PM,Not Specified
1984,March,17,Murder,Not Specified,Not Specified
1984,March,14,Surfing,05:30 PM,Not Specified
1984,March,10,Rowing,Not Specified,Not Specified
1984,March,1,Not Specified,Not Specified,Not Specified
1984,February,18,Fishing,Not Specified,Raggedtooth Shark
1984,February,17,Scuba diving,09:00 AM,Dusky Shark
1984,February,12,Not Specified,Not Specified,Not Specified
1984,February,11,Spearfishing,Not Specified,White Shark
1984,January,5,Swimming,09:30 AM,Raggedtooth Shark
1984,January,4,Not Specified,Not Specified,Not Specified
1984,January,1,Steinhart Aquarium,Not Specified,Sevengill Shark
1984,January,1,Surfing,Not Specified,Not Specified
1983,December,30,Spearfishing,02:45 AM,Not Specified
1983,December,25,Surfing,03:30 PM,Not Specified
1983,December,24,Scuba diving for abalone,Not Specified,White Shark
1983,December,22,Swimming,12:30 PM,Not Specified
1983,December,21,Swimming,08:15 AM,Raggedtooth Shark
1983,December,7,Not Specified,Not Specified,Not Specified
1983,November,21,Ferry boat sank,Not Specified,Not Specified
1983,November,10,Swimming,Not Specified,Not Specified
1983,October,17,Surfing,Not Specified,Not Specified
1983,October,13,Wading,Not Specified,Not Specified
1983,September,4,Standing,Not Specified,Not Specified
1983,August,20,Surfing,10:00 AM,White Shark
1983,August,20,Spearfishing,10:00 AM,White Shark
1983,August,15,Swimming,Not Specified,Not Specified
1983,August,13,Skindiving,Not Specified,Nurse Shark
1983,August,13,Diving,Not Specified,Bull Shark
1983,August,6,Fishing,Not Specified,Not Specified
1983,July,26,Swimming from the New Venture ,04:00 AM,Tiger Shark
1983,July,25,Swimming from the New Venture ,Not Specified,Tiger Shark
1983,July,25,14 m prawn trawler New Venture capsized  & sank in heavy seas Three people in the water,Not Specified,Tiger Shark
1983,July,15,Surfing,Not Specified,Not Specified
1983,July,12,Windsurfing,Not Specified,Hammerhead Shark
1983,July,8,Spearfishing,12:00 PM,Not Specified
1983,July,5,Floating on air mattress,Not Specified,Not Specified
1983,June,29,Swimming,11:00 AM,Not Specified
1983,June,22,Spearfishing,04:00 PM,Not Specified
1983,June,20,Surfing & dangling foot in water amid baitfish,04:30 PM,Not Specified
1983,June,15,Not Specified,11:00 AM,Blacktip Shark
1983,June,15,Scuba diving,Not Specified,Not Specified
1983,June,1,Spearfishing,05:00 PM,Caribbean Reef Shark
1983,May,31,Water-skiing,Not Specified,Not Specified
1983,May,24,Surfing,Not Specified,Not Specified
1983,May,21,Surfing,02:00 PM,Not Specified
1983,April,19,Surfing,Not Specified,Not Specified
1983,April,12,Fishing,07:30 PM,Raggedtooth Shark
1983,April,2,Surfing,11:00 AM,Not Specified
1983,April,2,Not Specified,Not Specified,Not Specified
1983,March,30,Spearfishing,11:15 AM,Not Specified
1983,March,22,Surfing,12:30 PM,Spinner Shark
1983,March,10,Surfing,Not Specified,Not Specified
1983,March,1,Not Specified,Not Specified,Not Specified
1983,February,20,Paddleskiing,12:30 PM,Not Specified
1983,January,24,Fishing,Not Specified,Not Specified
1983,January,15,Not Specified,Not Specified,Not Specified
1983,January,10,Windsurfing,06:15 PM,Not Specified
1983,January,8,Spearfishing,01:00 PM,White Shark
1983,January,1,Ran into the water,Not Specified,Not Specified
1983,January,1,Fishing,Not Specified,Blue Shark
1982,December,26,Surfing,Not Specified,Bronze Whaler Shark
1982,November,1,In waist-deep water,Not Specified,Not Specified
1962,October,23,Yacht Trashman capsized in storm,Not Specified,Not Specified
1982,October,13,Windsurfing,11:00 AM,Not Specified
1982,September,30,Surfing,04:00 PM,Not Specified
1982,September,30,Surfing,02:50 PM,White Shark
1982,September,27,Surfing,01:30 PM,Not Specified
1982,September,25,Diving,Not Specified,White Shark
1982,September,19,Free diving for abalone from Zodiac (submerged),02:30 PM,White Shark
1982,September,4,Not Specified,Not Specified,Not Specified
1982,August,29,Not Specified,Not Specified,Not Specified
1982,August,29,Surfing,10:20 AM,Not Specified
1982,August,29,Swimming,12:00 PM,Not Specified
1982,July,31,Boogie boarding,04:00 PM,Not Specified
1982,July,24,Paddleskiing,04:00 PM,White Shark
1982,July,24,Paddle Boarding,11:00 AM,White Shark
1982,July,19,Swimming,Not Specified,Not Specified
1982,July,11,Swimming,Not Specified,Not Specified
1982,July,1,Swimming,02:30 PM,Not Specified
1982,July,1,Not Specified,Not Specified,Not Specified
1982,June,29,Surfing,09:30 AM,White Shark
1982,June,26,Swimming,04:30 PM,Not Specified
1982,June,26,Spearfishing ,Not Specified,Lemon Shark
1982,June,25,Not Specified,11:00 AM,Not Specified
1982,June,13,"Sailboarding, fell into water 100 yards outside the breakwater",Not Specified,Not Specified
1982,May,1,Not Specified,Not Specified,Not Specified
1982,March,10,Surfing,02:00 PM,Not Specified
1982,March,7,Surfing,12:00 PM,Not Specified
1982,March,1,Spearfishing,Not Specified,Not Specified
1982,February,28,Spearfishing,Not Specified,White Shark
1982,February,27,Surfing,Not Specified,Not Specified
1982,February,17,Fishing,Not Specified,Not Specified
1982,February,14,Wading,Not Specified,Not Specified
1982,February,14,Swimming,Not Specified,Not Specified
1982,February,13,Swimming,Not Specified,Not Specified
1982,February,7,Scuba diving (submerged),11:00 AM,White Shark
1982,February,7,Diving,Not Specified,Not Specified
1982,January,29,Swimming,04:30 PM,Raggedtooth Shark
1970,January,1,Boat,Not Specified,White Shark
1970,January,1,Fishing on a boat,Not Specified,White Shark
1970,January,1,Spearfishing,Not Specified,Not Specified
1981,December,19,Surfing,Not Specified,White Shark
1981,December,13,Not Specified,Not Specified,Not Specified
1981,December,13,"Spearfishing, but swimming on surface",Not Specified,Tiger Shark
1981,November,30,Spearfishing,Not Specified,Not Specified
1981,October,19,Inspecting teeth of supposedly dead (hooked & shot) shark,Not Specified,White Shark
1981,November,9,Diving to untangle a crab trap line from boat's propeller,Not Specified,Not Specified
1981,October,19,Swimming,11:30 AM,Not Specified
1981,October,17,Surfing,09:45 AM,Not Specified
1981,October,16,Surfing,Not Specified,Not Specified
1981,October,1,Surfing,Not Specified,Not Specified
1981,September,28,Surfing,06:00 PM,Not Specified
1981,September,27,Surfing,Not Specified,Not Specified
1981,September,15,Swimming,Not Specified,Hammerhead Shark
1981,September,3,Surfing,12:00 PM,Not Specified
1981,September,3,Surfing,Not Specified,Not Specified
1981,August,29,Surfing,Not Specified,Not Specified
1981,August,24,Spearfishing,Not Specified,Not Specified
1981,August,24,Fishing,Not Specified,Not Specified
1981,August,10,Diving,Not Specified,Nurse Shark
1981,August,10,"16' catamaran capsized previous night, occupants stayed with wreckage until morning, then attempted to swim ashore",Not Specified,Not Specified
1981,August,7,Snorkeling on surface,12:00 PM,Mako Shark
1981,July,20,Swimming,Not Specified,Not Specified
1981,July,18,Surfing,10:15 AM,Not Specified
1981,July,7,Spearfishing,06:10 PM,Not Specified
1981,July,1,Catching sardines,Not Specified,Not Specified
1981,June,12,Not Specified,Not Specified,Not Specified
1981,May,24,"Scuba diving, reportedly also spearfishing",Not Specified,Not Specified
1981,May,23,Shell diving,12:30 PM,White Shark
1981,May,20,Surfing,08:30 AM,Raggedtooth Shark
1981,May,19,Free diving,Not Specified,Not Specified
1981,May,16,Diving,Not Specified,Lemon Shark
1981,May,10,Surfing,02:45 PM,Raggedtooth Shark
1981,May,7,Finning the shark that bit him,Not Specified,Not Specified
1981,March,8,Foundering of the Israeli freighter Mezada,Not Specified,Not Specified
1981,May,5,Surfing,09:00 AM,Tiger Shark
1981,March,25,Standing / Wading,03:00 PM,Dusky Shark
1981,March,24,Surfing,05:30 PM,Not Specified
1981,March,4,Free diving Spearfishing,10:30 AM,White Shark
1981,March,1,Diving,Not Specified,White Shark
1981,February,19,Swimming,05:20 PM,Dusky Shark
1981,February,16,Exercising his dog in the shallows,Not Specified,Hammerhead Shark
1981,February,7,Not Specified,Not Specified,Not Specified
1981,February,2,Surfing,01:30 PM,Hammerhead Shark
1981,February,1,Spearfishing,Not Specified,Not Specified
1981,January,30,Commercial spearfishing,Not Specified,Tiger Shark
1981,January,1,Swimming,Not Specified,Not Specified
1981,January,1,Surf-skiing,07:00 AM,Tiger Shark
1980,December,30,Paddleskiing,05:15 PM,Not Specified
1980,December,26,Not Specified,Not Specified,Not Specified
1980,November,24,Spearfishing,03:00 PM,White Shark
1980,November,18,Swimming,Not Specified,Not Specified
1980,November,17,Swimming,Not Specified,Not Specified
1980,November,11,Swimming,Not Specified,Not Specified
1980,October,27,Surfing,03:45 PM,White Shark
1980,October,17,Surfing,09:30 AM,White Shark
1980,August,10,Wading,Not Specified,Not Specified
1980,August,4,Resting on body board,Not Specified,Tiger Shark
1980,July,26,Skin diving,Not Specified,Blue Shark
1980,July,27,Body surfing,03:00 PM,Not Specified
1980,July,23,Standing,Not Specified,Not Specified
1980,June,26,Scuba diving,Not Specified,Blue Shark
