Year,Month,Day,Activity,Time,cleaned_species
2006,July,9,Wading,05:00 PM,Not Specified
2006,July,9,Walking,01:00 PM,Not Specified
2006,July,8,Body boarding,11:00 AM,Spinner Shark
2006,July,8,Swimming,01:00 PM,Not Specified
2006,July,1,Spearfishing,Not Specified,Blacktip Reef Shark
2006,July,1,Spearfishing,Not Specified,Blacktip Reef Shark
2006,June,27,Body boarding,11:10 AM,Not Specified
2006,June,26,Fishing,Not Specified,Not Specified
2006,June,24,Spearfishing,01:00 PM,Not Specified
2006,June,20,Surfing,01:00 PM,Spinner Shark
2006,June,18,Body boarding,09:00 AM,Not Specified
2006,June,17,Scuba diving,11:10 AM,Not Specified
2006,June,15,Surfing,03:30 PM,Not Specified
2006,June,7,Playing,01:45 PM,Not Specified
2006,June,5,Surfing,11:30 AM,White Shark
2006,May,31,Spearfishing,01:30 PM,Tiger Shark
2006,May,28,Tagging sharks,Not Specified,Tiger Shark
2006,May,27,Surfing,04:00 PM,Not Specified
2006,May,24,Spearfishing,04:30 PM,Grey Reef Shark
2006,May,21,Surfing,11:30 AM,Not Specified
2006,May,19,Scuba diving,03:30 PM,Tiger Shark
2006,May,5,Not Specified,12:15 PM,Not Specified
2006,May,4,Swimming,04:30 PM,Not Specified
2006,May,2,Snorkeling,04:30 PM,Wobbegong Shark
2006,April,21,Surfing,Not Specified,Not Specified
2006,April,19,Standing,03:00 PM,Not Specified
2006,April,13,Fishing,Not Specified,Bull Shark
2006,April,11,Surfing,01:30 PM,Bronze Whaler Shark
2006,April,9,Body boarding,05:30 PM,Raggedtooth Shark
2006,April,9,Swimming,Not Specified,Tiger Shark
2006,April,3,Wading,12:30 PM,Not Specified
2006,March,23,Surfing,11:30 AM,Tiger Shark
2006,March,22,Swimming,Not Specified,Not Specified
2006,March,18,Surfing,06:00 PM,Tiger Shark
2006,March,15,Surfing,05:00 PM,Bronze Whaler Shark
2006,February,27,Standing,04:30 PM,Not Specified
2006,February,23,Free diving,Not Specified,Not Specified
2006,February,13,Wading,11:00 AM,Not Specified
2006,February,12,Swimming,Not Specified,Not Specified
2006,February,12,Fishing,12:00 PM,White Shark
2006,February,8,Surfing,Not Specified,Raggedtooth Shark
2006,February,1,Swimming,06:00 PM,Tiger Shark
2006,February,1,Kayaking,Not Specified,Not Specified
2006,January,25,Spearfishing,02:00 PM,Not Specified
2006,January,23,Competing in the Woodvale Atlantic Rowing Race,Not Specified,Not Specified
2006,January,18,Night Surfing,10:30 PM,Not Specified
2006,January,15,Scuba diving,11:00 AM,White Shark
2006,January,11,Diving for lobsters,Not Specified,Not Specified
2006,January,7,Swimming,05:15 PM,Bull Shark
2006,January,4,Surfing,04:45 PM,Not Specified
2006,January,1,Diving for crayfish,Not Specified,Not Specified
2005,December,24,Surfing,12:00 PM,White Shark
2005,December,21,Swimming,11:45 AM,Tiger Shark
2005,December,20,Competing in the Woodvale Atlantic Rowing Race,01:30 PM,Not Specified
2005,December,11,Spearfishing,11:00 AM,White Shark
2005,November,27,Surfing,01:00 PM,Not Specified
2005,November,25,Fishing,Not Specified,White Shark
2005,November,25,Surfing,06:00 PM,Not Specified
2005,November,25,Surfing,11:30 AM,Not Specified
2005,November,24,Spearfishing,08:30 PM,Not Specified
2005,November,21,Surfing,Not Specified,Not Specified
2005,November,20,Surfing,02:30 PM,Not Specified
2005,November,15,Fishing for sharks,02:00 PM,Raggedtooth Shark
2005,November,12,Surfing,01:00 PM,Not Specified
2005,November,2,Surfing,04:45 PM,Not Specified
2005,November,2,Surfing,07:15 AM,White Shark
2005,October,29,Wading,Not Specified,Not Specified
2005,October,25,Standing,08:00 AM,Not Specified
2005,October,22,Standing / Surfing,Not Specified,Not Specified
2005,October,21,Surfing,11:00 AM,White Shark
2005,October,19,Surfing,10:30 AM,White Shark
2005,October,15,Wading,05:55 PM,Not Specified
2005,October,13,Surfing,06:00 PM,Tiger Shark
2005,October,11,Scuba diving,03:00 PM,Caribbean Reef Shark
2005,October,6,Treading water/ Surfing,04:05 PM,Not Specified
2005,October,3,Diving,Not Specified,Not Specified
2005,October,1,Surf-skiing,03:00 PM,White Shark
2005,September,24,Surfing,12:05 PM,White Shark
2005,September,23,Surfing,Not Specified,Bronze Whaler Shark
2005,September,22,Surfing,07:30 AM,Not Specified
2005,September,20,Body surfing,04:30 PM,Not Specified
2005,September,11,Surfing,02:00 PM,Not Specified
2005,September,7,Standing,Not Specified,Not Specified
2005,September,5,Wading,03:20 PM,Bull Shark
2005,September,4,Surfing,03:00 PM,White Shark
2005,September,2,Standing / Surfing,11:10 AM,Not Specified
2005,September,2,Removing shark from net,Not Specified,Not Specified
2005,August,24,Scuba diving,04:10 PM,White Shark
2005,August,24,Surfing,11:00 AM,White Shark
2005,August,22,"Boogie boarding, kicked at object in the water",Not Specified,Not Specified
2005,August,21,Swimming,Not Specified,Blacktip Shark
2005,August,19,Walking,08:00 PM,Not Specified
2005,August,14,Not Specified,Not Specified,Not Specified
2005,August,12,Surfing,11:30 AM,Not Specified
2005,August,6,Swimming,09:45 AM,Not Specified
2005,August,1,Fishing,Not Specified,Not Specified
2005,July,27,Wading,06:00 PM,Not Specified
2005,July,23,Surfing,11:30 AM,Not Specified
2005,July,22,Surfing,11:15 AM,Not Specified
2005,July,17,Swimming,Not Specified,Not Specified
2005,July,17,Scuba diving in aquarium tank,Not Specified,Not Specified
2005,July,15,Swimming,04:40 PM,Not Specified
2005,July,13,Holding onto an inflatable boat,01:00 PM,Not Specified
2005,July,1,Standing,11:30 AM,Not Specified
2005,June,27,Fishing,11:30 AM,Bull Shark
2005,June,25,Swimming with boogie board,11:15 AM,Bull Shark
2005,June,22,Swimming,Not Specified,Not Specified
2005,June,20,Surfing,07:00 AM,Not Specified
2005,June,18,Swimming,08:00 AM,Not Specified
2005,June,16,Swimming,Not Specified,Not Specified
2005,June,13,Diving,Not Specified,White Shark
2005,June,7,Boogie boarding,Not Specified,Not Specified
2005,June,5,Surfing,11:00 AM,White Shark
2005,June,4,Spearfishing (Free diving),03:45 PM,White Shark
2005,June,2,Wading,Not Specified,Not Specified
2005,May,28,Swimming,05:30 PM,Not Specified
2005,May,27,Crouching in 2' of water,06:30 PM,Not Specified
2005,May,25,Surfing,11:00 AM,Raggedtooth Shark
2005,May,15,Spearfishing,Not Specified,Blacktip Shark
2005,May,14,Kayaking,11:00 AM,Tiger Shark
2005,May,3,Fishing,Not Specified,Not Specified
2005,May,2,Sea Disaster,Not Specified,Not Specified
2005,May,2,Surfing,10:30 AM,Tiger Shark
2005,April,25,Fishing,11:00 PM,Mako Shark
2005,April,17,Not Specified,Not Specified,Not Specified
2005,April,16,Spearfishing,Not Specified,Not Specified
2005,April,16,Surfing,06:10 AM,Bronze Whaler Shark
2005,April,13,Wading,Not Specified,Blacktip Shark
2005,April,9,Surfing,Not Specified,Not Specified
2005,April,7,Surfing,07:00 PM,Not Specified
2005,April,6,Not Specified,Not Specified,Hammerhead Shark
2005,April,6,SCUBA Diving,Not Specified,Not Specified
2005,March,28,Surfing,09:45 AM,Not Specified
2005,March,25,Surfing,05:30 PM,Not Specified
2005,March,19,Snorkeling,02:00 PM,White Shark
2005,March,12,Diving in aquarium display tank,03:30 PM,Tiger Shark
2005,March,10,Not Specified,Not Specified,Not Specified
2005,March,9,Fishing,02:00 PM,Bronze Whaler Shark
2005,March,5,Diving,Not Specified,Not Specified
2005,February,26,Swimming,Not Specified,Bull Shark
2005,February,22,Spearfishing,Not Specified,Nurse Shark
2005,February,16,Surfing,02:30 PM,Tiger Shark
2005,February,13,Spearfishing,Not Specified,Caribbean Reef Shark
2005,February,4,Surfing,Not Specified,Not Specified
2005,January,20,Swimming,Not Specified,Not Specified
2005,January,19,Spearfishing,Not Specified,Not Specified
2005,January,14,Attempting to drive shark away from sailing regatta,02:00 PM,Bronze Whaler Shark
2005,January,8,Fishing from a kayak,12:00 PM,White Shark
2004,December,26,"Swept out to sea by the tsunami, she clung  to a log for 24 hours",Not Specified,Not Specified
2004,December,16,Scurfing (surfboard being  towed behind a boat),03:15 PM,White Shark
2004,December,11,Spearfishing,01:00 PM,Bull Shark
2004,November,27,Surfing,06:00 PM,Raggedtooth Shark
2004,November,26,Playing,Not Specified,Raggedtooth Shark
2004,November,15,Swimming,07:00 AM,White Shark
2004,November,11,Surfing,01:30 PM,White Shark
2004,November,11,Snorkeling,09:00 AM,Not Specified
2004,November,1,Diving,Not Specified,Not Specified
2004,October,31,Diving,02:00 PM,Bull Shark
2004,October,30,Not Specified,Not Specified,Not Specified
2004,October,30,Chumming for white sharks,Not Specified,White Shark
2004,October,21,Surfing,Not Specified,Bronze Whaler Shark
2004,October,10,Surfing,09:30 AM,White Shark
2004,October,9,Spearfishing,12:40 PM,Tiger Shark
2004,October,9,Surfing,Not Specified,Raggedtooth Shark
2004,October,6,Body boarding,04:15 PM,Bull Shark
2004,October,2,Surfing,03:30 PM,Not Specified
2004,October,1,Surfing,02:00 PM,Not Specified
2004,September,25,Spearfishing/ filming,12:00 PM,Tiger Shark
2004,September,20,Surfing,09:00 AM,White Shark
2004,September,10,Surf fishing,Not Specified,Not Specified
2004,September,8,Swimming,Not Specified,Not Specified
2004,September,4,Jumping,03:40 PM,Not Specified
2004,August,29,Walking,05:30 PM,Not Specified
2004,August,21,Bathing,01:00 PM,Tiger Shark
2004,August,20,Surfing,05:30 PM,White Shark
2004,August,15,Diving,04:00 PM,White Shark
2004,August,6,Swimming,08:30 PM,Not Specified
2004,August,3,Spearfishing,02:00 PM,Not Specified
2004,August,1,Fishing,Not Specified,White Shark
2004,July,31,Surfing,01:00 PM,Not Specified
2004,July,30,Diving & fishing with net,Not Specified,White Shark
2004,July,28,Surfing,05:30 PM,Not Specified
2004,July,27,Swimming,05:00 PM,Not Specified
2004,July,27,Swimming,04:30 PM,Not Specified
2004,July,25,Wading / fishing & carrying a bag of fish,07:30 PM,Bull Shark
2004,July,15,Fishing for squid aboard the trawler Shikishima-Maru when the shark leapt into the boat,Not Specified,Mako Shark
2004,July,10,Surfing,02:10 PM,Not Specified
2004,July,2,Snorkeling,Not Specified,Not Specified
2004,July,2,Wading,04:40 PM,Not Specified
2004,June,26,Surfing,09:00 AM,White Shark
2004,June,26,Crayfishing,Not Specified,Not Specified
2004,June,14,In water with diving seabirds,Not Specified,Not Specified
2004,June,10,Body boarding,Not Specified,Bronze Whaler Shark
2004,June,10,Swimming,06:00 PM,Not Specified
2004,June,2,"Swimming, poaching perlemoen",03:00 PM,White Shark
2004,May,29,Wading,07:45 PM,Not Specified
2004,May,23,Swimming,02:30 PM,Bull Shark
2004,May,28,Surfing,11:00 AM,Not Specified
2004,May,23,Boogie-boarding / swimming,12:30 PM,Not Specified
2004,May,22,Swimming,Not Specified,Not Specified
2004,May,22,Not Specified,Not Specified,Not Specified
2004,May,22,Wading,04:00 PM,Not Specified
2004,May,18,Free diving & spearfishing,03:00 PM,Caribbean Reef Shark
2004,May,4,Tandem surfing,04:30 PM,Mako Shark
2004,May,1,Swimming,Not Specified,Not Specified
2004,April,26,Diving,Not Specified,Wobbegong Shark
2004,April,22,Fishing,Not Specified,White Shark
2004,April,13,Five men on makeshift raft after their 10 m fishing boat  capsized and sank in rough seas. Survivors rescued after  7.5 hours in the water,Not Specified,Not Specified
2004,April,13,Five men on makeshift raft after their 10 m fishing boat  capsized and sank in rough seas. Survivors rescued after  7.5 hours in the water,Not Specified,Not Specified
2004,April,7,Surfing,07:08 AM,Tiger Shark
2004,April,5,Surfing,02:00 PM,White Shark
2004,April,4,Surfing,Not Specified,Not Specified
2004,March,31,Not Specified,Not Specified,Not Specified
2004,March,31,Surfing,09:00 AM,Bull Shark
2004,March,29,Body boarding,07:30 AM,Bull Shark
2004,March,28,Surfing,03:00 PM,Bull Shark
2004,March,27,Surfing,Not Specified,Not Specified
2004,March,27,Swimming,08:30 AM,Not Specified
2004,March,14,Snorkeling,10:00 AM,Not Specified
2004,March,22,Spearfishing,12:30 PM,Bronze Whaler Shark
2004,March,16,Surfing,07:45 AM,Tiger Shark
2004,March,6,Spearfishing,Not Specified,Bronze Whaler Shark
2004,February,29,Swimming,03:00 PM,Not Specified
2004,February,26,Surfing,07:00 PM,Sevengill Shark
2004,February,21,Swimming,Not Specified,Not Specified
2004,February,16,Free diving & spearfishing,11:00 AM,Not Specified
2004,February,14,Snorkeling,Not Specified,Not Specified
2004,February,11,Snorkeling,Not Specified,Not Specified
2004,January,25,Scuba diving,11:05 AM,White Shark
2004,January,23,Surfing,Not Specified,Tiger Shark
2004,January,22,Boogie boarding,Not Specified,Not Specified
2004,January,21,Swimming,02:30 PM,Bull Shark
2004,January,21,Spearfishing,11:00 AM,Bull Shark
2004,January,12,Diving,Not Specified,Raggedtooth Shark
2004,January,7,Surfing,Not Specified,Raggedtooth Shark
2004,January,3,Kayaking (returning from spearfishing),Not Specified,Not Specified
2004,January,3,Air disaster. Flash Airlines Boeing 737 crashed into the Red Sea,03:00 AM,Not Specified
2004,January,1,Surfing,Not Specified,Not Specified
2003,December,31,Not Specified,Not Specified,Mako Shark
2003,December,26,Swimming,Not Specified,Not Specified
2003,December,13,Swimming,01:15 PM,Not Specified
2003,December,13,Swimming / shipwreck,Not Specified,Not Specified
2003,December,8,Surfing amid a shoal of sharks,09:30 AM,Not Specified
2003,November,30,Swimming,11:30 AM,Wobbegong Shark
2003,November,30,Swimming,11:30 AM,Wobbegong Shark
2003,November,27,Spearfishing,Not Specified,Tiger Shark
2003,November,22,Surfing,03:30 PM,Not Specified
2003,November,12,Swimming or surfing,Not Specified,Tiger Shark
2003,November,12,Surfing,Not Specified,Not Specified
2003,November,6,Snorkeling,Not Specified,Oceanic Whitetip Shark
2003,November,6,Surf skiing,Not Specified,White Shark
2003,November,1,Standing,Not Specified,Not Specified
2003,November,1,Spearfishing,Not Specified,Nurse Shark
2003,October,31,Surfing,03:00 PM,Not Specified
2003,October,31,Surfing,05:30 PM,Nurse Shark
2003,October,31,Surfing,07:30 AM,Tiger Shark
2003,October,27,Surfing,12:20 PM,Not Specified
2003,October,24,Snorkeling,12:20 PM,Not Specified
2003,October,14,Surfing,Not Specified,Not Specified
2003,October,6,Swimming to shore from boat or kayak,Not Specified,Not Specified
2003,October,5,Surfing,03:00 PM,Not Specified
2003,October,5,Surfing,02:30 PM,Not Specified
2003,October,5,Surfing,02:00 PM,Not Specified
2003,October,5,Sitting on surfboard,12:02 PM,Not Specified
2003,October,5,Wading near a fishing net,12:55 PM,Not Specified
2003,September,29,Wading to shore from his boat,Not Specified,Not Specified
2003,September,28,Surfing,07:45 AM,Not Specified
2003,September,21,Surfing,11:45 AM,Not Specified
2003,September,19,Surfing,04:30 PM,Not Specified
2003,September,17,Surfing,02:00 PM,Not Specified
2003,September,14,Surfing,04:14 PM,Not Specified
2003,September,14,Fishing ,09:40 AM,Cow Shark
2003,September,14,Swimming,01:30 PM,Not Specified
2003,September,13,Body boarding,05:11 PM,Not Specified
2003,September,13,"Standing, stepped on shark",Not Specified,Not Specified
2003,September,12,Body boarding,02:30 PM,White Shark
2003,September,1,Wade-fishing,Not Specified,Not Specified
2003,August,29,Fishing,12:20 PM,Bull Shark
2003,August,19,"Swimming, wearing black wetsuit & swim fins",08:15 AM,White Shark
2003,August,12,Swimming,12:30 AM,Not Specified
2003,August,8,Sitting on surfboard,08:00 AM,White Shark
2003,July,20,Surfing,03:45 PM,Not Specified
2003,July,15,Wading,02:37 PM,Not Specified
2003,July,10,Spearfishing,02:30 PM,Not Specified
2003,July,5,"Walking, carrying surfboard & stepped on shark",10:07 AM,Not Specified
2003,July,5,Surfing,Not Specified,Not Specified
2003,July,4,Spearfishing,02:45 PM,Bull Shark
2003,July,1,Spearfishing,Not Specified,Hammerhead Shark
2003,July,1,Snorkeling,Not Specified,Grey Reef Shark
2003,June,30,Surfing,01:53 PM,Not Specified
2003,June,26,Surfing,Not Specified,Not Specified
2003,June,24,Not Specified,Not Specified,Not Specified
2003,June,24,Standing,Not Specified,Not Specified
2003,June,24,Swimming with pod of dolphins,08:00 AM,Not Specified
2003,June,22,Swimming,Not Specified,Not Specified
2003,June,19,Surfing ,Not Specified,Not Specified
2003,June,8,Surfing,11:55 AM,Not Specified
2003,June,1,Swimming,Not Specified,Not Specified
2003,May,25,Surfing,10:00 AM,Not Specified
2003,May,14,Wading,01:23 PM,Not Specified
2003,May,10,Swimming,11:45 AM,Not Specified
2003,May,7,Surfing,11:40 AM,Not Specified
2003,May,3,Walking,12:20 PM,Not Specified
2003,May,1,Not Specified,Not Specified,White Shark
2003,April,26,Killing  sharks,Not Specified,Not Specified
2003,April,25,Swimming ,06:30 PM,Not Specified
2003,April,23,Surfing,05:00 PM,Bull Shark
2003,April,23,Swimming,Not Specified,Not Specified
2003,April,21,Surfing,02:30 PM,Not Specified
2003,April,21,Surfing,01:30 PM,Not Specified
2003,April,20,Surfing,Not Specified,Not Specified
2003,April,20,Surfing,09:00 AM,Not Specified
2003,April,20,Surfing,02:20 PM,Not Specified
2003,April,19,Jumping,01:20 PM,Not Specified
2003,April,18,Surfing,08:50 AM,Not Specified
2003,April,15,Swimming (using a float),01:00 PM,Not Specified
2003,April,11,Surfing,Not Specified,Mako Shark
2003,April,9,Surfing,Not Specified,Not Specified
2003,April,4,Surfing,08:00 AM,Not Specified
2003,March,10,Petting captive sharks,Not Specified,Not Specified
2003,February,27,Scuba diving,11:45 AM,White Shark
2003,February,15,Wading,Not Specified,Not Specified
2003,February,15,Swimming,12:10 PM,Not Specified
2003,February,11,Swimming,Not Specified,Nurse Shark
2003,February,8,Swimming,Not Specified,Bull Shark
2003,January,17,Unknown,Not Specified,Not Specified
2003,January,3,Surfing,Not Specified,Bull Shark
2003,January,2,Surfing,01:00 PM,Bronze Whaler Shark
2002,December,29,Snorkeling,Not Specified,Hammerhead Shark
2002,December,24,Snorkeling,Not Specified,White Shark
2002,December,21,Scuba diving,Not Specified,Wobbegong Shark
2002,December,20,Swimming,Not Specified,Not Specified
2002,December,16,Swimming,02:30 AM,Bull Shark
2002,December,1,Surfing,Not Specified,Not Specified
2002,November,28,Scuba diving,Not Specified,Blacktip Shark
2002,November,28,Body boarding,09:45 AM,White Shark
2002,November,17,Swimming,10:45 AM,Not Specified
2002,November,14,Snorkeling,08:40 AM,Caribbean Reef Shark
2002,November,11,Surfing,01:40 PM,Not Specified
2002,November,2,Boogie boarding,01:25 PM,Not Specified
2002,November,1,"Fishing, standing in 2' of water",Not Specified,Not Specified
2002,October,30,Swimming,11:56 AM,Not Specified
2002,October,14,Swimming,04:00 PM,Bull Shark
2002,October,11,Surfing,Not Specified,Not Specified
2002,October,5,Surfing,12:00 PM,Spinner Shark
2002,October,5,Surfing,01:30 PM,Not Specified
2002,October,3,Surfing,02:35 PM,Not Specified
2002,September,30,Surfing,04:20 PM,Not Specified
2002,September,29,Surfing,07:30 AM,Not Specified
2002,September,27,Fishing from Surfboard,03:35 PM,Blacktip Shark
2002,September,27,Fishing,Not Specified,Blacktip Shark
2002,September,27,Swimming,03:00 PM,Tiger Shark
2002,September,21,Boogie boarding or Surfing,Not Specified,Not Specified
2002,September,21,Surfing,Not Specified,Not Specified
2002,September,16,Swimming,03:00 PM,Bull Shark
2002,September,16,Body boarding,07:50 AM,Not Specified
2002,September,13,Surf skiing,04:00 PM,White Shark
2002,September,9,Boogie boarding,03:55 PM,Not Specified
2002,September,5,"Wading, when he stepped on the shark",05:45 PM,Hammerhead Shark
2002,August,28,Surfing,03:45 PM,Tiger Shark
2002,August,17,Swimming,05:00 PM,Not Specified
2002,August,14,Surfing,02:45 PM,Not Specified
2002,August,11,Surfing,03:30 PM,Nurse Shark
2002,August,7,Standing,12:30 PM,Not Specified
2002,August,5,Standing,11:00 AM,Not Specified
2002,July,26,Surfing,07:00 PM,Blacktip Shark
2002,July,20,Swimming,05:00 PM,Bull Shark
2002,July,10,Surfing,06:45 PM,Not Specified
2002,July,9,Shark Fishing,Not Specified,Mako Shark
2002,July,10,Surfing,03:00 PM,Bull Shark
2002,July,4,Standing,05:15 PM,Bull Shark
2002,June,20,Surfing,10:00 AM,Not Specified
2002,June,20,Swimming,02:25 PM,Not Specified
2002,June,16,Not Specified,Not Specified,Not Specified
2002,June,11,Sitting on surfboard,Not Specified,Tiger Shark
2002,June,10,Surfing,01:00 PM,Not Specified
2002,June,9,Surfing,10:40 AM,Not Specified
2002,June,9,Swimming,01:00 PM,Not Specified
2002,June,3,Snorkeling (filming the sardine run),Not Specified,Not Specified
2002,May,31,Surfing,02:15 PM,White Shark
2002,May,31,Floating on a raft,04:15 PM,Not Specified
2002,May,22,"Fishing, removing the shark from his line",05:15 PM,Blacktip Shark
2002,May,22,Playing in the surf with his 2 dogs,06:47 AM,Not Specified
2002,May,21,Collecting beche-de-mer,Not Specified,Not Specified
2002,May,13,Fishing,Not Specified,Not Specified
2002,May,10,Surfing,05:00 PM,Not Specified
2002,May,7,Fishing from prawn trawler,Not Specified,Not Specified
2002,April,30,Scallop diving (using surface-supplied air & a POD) ,12:40 PM,White Shark
2002,April,21,Fishing (Drowned 2-Apr-2002),Not Specified,Not Specified
2002,April,20,"Surfing, but standing in water alongside board",10:30 AM,Not Specified
2002,April,18,Surfing,11:10 AM,Not Specified
2002,April,12,Swimming,06:30 PM,Not Specified
2002,April,9,Standing,10:45 AM,Bull Shark
2002,April,2,Wading,03:00 PM,Not Specified
2002,April,1,Swimming / Wading,11:30 AM,Not Specified
2002,March,25,Body-boarding,12:00 PM,Tiger Shark
2002,March,25,Wading,10:10 AM,Not Specified
2002,March,24,Swimming,05:00 PM,Not Specified
2002,March,19,Swimming /  boogie boarding,03:45 PM,Not Specified
2002,March,15,Snorkeling,Not Specified,Nurse Shark
2002,March,15,Surfing,10:55 AM,Spinner Shark
2002,March,3,Spearfishing,Not Specified,Not Specified
2002,February,23,Capsized fishing boat,Not Specified,Not Specified
2002,February,16,Surfing,Not Specified,Not Specified
2002,February,11,Not Specified,08:00 PM,Not Specified
2002,February,7,Kayaking,07:15 PM,Not Specified
2002,January,30,Surfing,Not Specified,Tiger Shark
2002,January,30,Swimming,Not Specified,Not Specified
2002,January,4,Fishing,02:00 AM,Zambesi Shark
2002,January,3,Swimming,Not Specified,Not Specified
2002,January,1,Surf skiing,Not Specified,Not Specified
2002,January,1,Snorkeling,01:00 PM,Tiger Shark
2001,December,21,Surfing,Not Specified,Not Specified
2001,November,23,Surfing,Not Specified,Bronze Whaler Shark
2001,November,14,Surfing,05:00 PM,Not Specified
2001,November,7,Surf-skiing,Not Specified,Not Specified
2001,October,7,Kite-Boarding,Not Specified,Mako Shark
2001,October,2,Snorkeling,01:00 PM,Bronze Whaler Shark
2001,September,30,Body surfing,Not Specified,Tiger Shark
2001,September,30,Not Specified,Not Specified,White Shark
2001,September,24,"Surfing, fell off surfboard & stepped on the shark.",04:20 PM,Not Specified
2001,September,18,Surfing,03:00 PM,Not Specified
2001,September,16,Wreck / Technical diving,01:20 PM,Not Specified
2001,September,15,Boogie boarding,03:00 PM,Not Specified
2001,September,15,Surfing,01:45 PM,Not Specified
2001,September,13,Diving,Not Specified,Tiger Shark
2001,September,8,Fishing,Not Specified,Not Specified
2001,September,7,Walking in shallows,06:40 PM,Not Specified
2001,September,7,Swimming,Not Specified,Not Specified
2001,September,3,Swimming ,06:00 PM,White Shark
2001,September,3,Swimming,06:00 PM,White Shark
2001,September,2,Wading,Not Specified,Not Specified
2001,September,1,Swimming ,06:00 PM,Bull Shark
2001,August,31,Spearfishing,01:30 PM,Bull Shark
2001,August,29,Standing,01:30 PM,Not Specified
2001,August,27,Wading,04:20 PM,Not Specified
2001,August,26,Boogie Boarding,04:00 PM,Not Specified
2001,August,25,Boogie Boarding,02:00 PM,Not Specified
2001,August,22,Surfing,04:20 PM,Not Specified
2001,August,21,Surfing,04:00 PM,Not Specified
2001,August,19,Surfing,01:14 PM,Not Specified
2001,August,19,Surfing,01:06 PM,Not Specified
2001,August,19,Surfing,11:20 AM,Not Specified
2001,August,18,Surfing,12:30 PM,Spinner Shark
2001,August,18,Surfing,12:05 PM,Spinner Shark
2001,August,18,Surfing,10:00 AM,Blacktip Shark
2001,August,16,Spearfishing,04:00 PM,Bull Shark
2001,August,12,Fell off banana boat,Not Specified,Not Specified
2001,August,5,Not Specified,Not Specified,Not Specified
2001,August,4,Swimming,10:20 AM,Not Specified
2001,August,3,Fishing,Not Specified,Not Specified
2001,July,26,Not Specified,Not Specified,Not Specified
2001,July,25,Not Specified,04:00 PM,Not Specified
2001,July,24,Not Specified,Not Specified,Nurse Shark
2001,July,21,Fishing,Not Specified,Mako Shark
2001,July,15,Surfing,02:30 PM,Not Specified
2001,July,15,Boogie boarding,02:30 PM,Not Specified
2001,July,6,Surfing,Not Specified,Not Specified
2001,July,6,Swimming,Not Specified,Bull Shark
2001,July,3,Not Specified,Not Specified,Not Specified
2001,July,1,Floating face-down in knee-deep water,06:30 PM,Not Specified
2001,June,12,Swimming,Not Specified,Not Specified
2001,June,10,Spearfishing,09:00 AM,White Shark
2001,June,9,Hiking on the beach,Not Specified,Not Specified
2001,June,3,Wading,Not Specified,Not Specified
2001,May,29,Not Specified,Not Specified,Not Specified
2001,May,23,Swimming,Not Specified,Not Specified
2001,May,20,Swimming,07:00 PM,Not Specified
2001,May,18,Shark fishing,Not Specified,Not Specified
2001,May,11,Not Specified,Not Specified,Not Specified
2001,May,8,Surfing,Not Specified,White Shark
2001,May,4,Surfing,05:45 PM,Not Specified
2001,May,3,Surfing,07:00 PM,Not Specified
2001,May,1,"Spearfishing, carrying his catch",Not Specified,Not Specified
2001,April,28,Boogie boarding,03:49 PM,Not Specified
2001,April,13,Surfing,11:00 AM,Not Specified
2001,April,13,Surfing,10:55 AM,Spinner Shark
2001,April,12,Not Specified,04:00 PM,Not Specified
2001,April,12,Surfing,04:45 PM,Not Specified
2001,April,12,Surfing,04:05 PM,Spinner Shark
2001,April,12,Body boarding,12:34 PM,Spinner Shark
2001,April,12,Surfing,11:53 AM,Spinner Shark
2001,April,11,Surfing,Not Specified,Spinner Shark
2001,April,11,Surfing,12:46 PM,Not Specified
2001,April,11,Surfing,07:00 AM,White Shark
2001,April,10,Surfing,Not Specified,Spinner Shark
2001,April,8,Surfing,09:30 AM,White Shark
2001,April,8,Snorkeling,Not Specified,Wobbegong Shark
2001,April,5,Standing alongside surfboard,02:45 PM,Not Specified
2001,April,2,Surfing,10:00 AM,Bronze Whaler Shark
2001,March,23,Body-boarding,02:40 PM,Not Specified
2001,March,9,Surfing,Not Specified,Spinner Shark
2001,March,8,Attempting to catch a crocodile,Not Specified,Not Specified
2001,March,3,Swimming,Not Specified,Not Specified
2001,March,1,Sinking of the 40' Esperanza off St. Maartin with 36 refugees on board,Not Specified,Tiger Shark
2001,February,26,Fishing for whiting,Not Specified,White Shark
2001,February,11,Unknown,Not Specified,Not Specified
2001,February,4,Surfing,04:15 PM,Bronze Whaler Shark
2001,January,24,Swimming,Not Specified,Not Specified
2001,January,21,Fishing,Not Specified,White Shark
2001,January,9,Surfing,Not Specified,Not Specified
2001,January,6,Kayaking,Not Specified,White Shark
2000,December,24,Scuba diving,Not Specified,Not Specified
2000,December,12,Swimming back from anchored sailboat,02:30 PM,Not Specified
2000,December,11,Fishing for whiting,Not Specified,White Shark
2000,December,5,Diving for sea urchins,Not Specified,Porbeagle Shark
2000,December,3,Spearfishing,09:30 AM,Bronze Whaler Shark
2000,December,1,Surfing,Not Specified,Not Specified
2000,November,21,Diving (shell maintenance),Not Specified,Tiger Shark
2000,November,20,Shipwrecked,Not Specified,Not Specified
2000,November,17,Swimming,12:00 PM,Not Specified
2000,November,10,Walking,Not Specified,Not Specified
2000,November,6,Swimming,06:30 AM,White Shark
2000,November,6,Swimming,06:30 AM,White Shark
